row_idx,annotation,score,semantic_rank,status,is_amr,category,confidence,evidence_terms,reason,error_message,retry_count,completed_at,updated_at
36428,ferric citrate ABC transporter permease,0.1006895899772644,36429,completed,,non_amr_transport,,[],,,0,2026-04-17T06:10:19.758Z,2026-04-17T06:10:19.758Z
36429,"formate dehydrogenase-O, Fe-S subunit",0.10068894922733307,36430,completed,,unknown,,[],,,0,2026-04-17T06:10:23.391Z,2026-04-17T06:10:23.391Z
36430,"putative minor capsid protein, partial",0.10068845003843307,36431,completed,,unknown,,[],,,0,2026-04-17T06:10:23.771Z,2026-04-17T06:10:23.771Z
36431,MULTISPECIES: phage head-tail connector protein,0.10068826377391815,36432,completed,,unknown,,[],,,0,2026-04-17T06:10:24.126Z,2026-04-17T06:10:24.126Z
36432,"lipopolysaccharide 1,6-galactosyltransferase",0.10068663954734802,36433,completed,,non_amr_virulence,,[],,,0,2026-04-17T06:10:24.488Z,2026-04-17T06:10:24.488Z
36433,hypothetical protein KPHS_47100,0.10068570077419281,36434,completed,,unknown,,[],,,0,2026-04-17T06:10:24.882Z,2026-04-17T06:10:24.882Z
36434,radical copper oxidase GlxA,0.10068346560001373,36435,completed,,unknown,,[],,,0,2026-04-17T06:10:25.248Z,2026-04-17T06:10:25.248Z
36435,vacuolar membrane-interacting protein,0.10068336874246597,36436,completed,,unknown,,[],,,0,2026-04-17T06:10:25.657Z,2026-04-17T06:10:25.657Z
36436,hypothetical protein CCNA_03889,0.10068336129188538,36437,completed,,unknown,,[],,,0,2026-04-17T06:10:26.024Z,2026-04-17T06:10:26.024Z
36437,protein MceE,0.1006820797920227,36438,completed,,unknown,,[],,,0,2026-04-17T06:10:26.408Z,2026-04-17T06:10:26.408Z
36438,"ArgP/LysG family DNA-binding transcriptional regulator, partial",0.10068170726299286,36439,completed,,unknown,,[],,,0,2026-04-17T06:10:26.808Z,2026-04-17T06:10:26.808Z
36439,AtzH-like domain-containing protein,0.1006808876991272,36440,completed,,unknown,,[],,,0,2026-04-17T06:10:27.221Z,2026-04-17T06:10:27.221Z
36440,S19 family ribosomal protein,0.1006806343793869,36441,completed,,unknown,,[],,,0,2026-04-17T06:10:27.595Z,2026-04-17T06:10:27.595Z
36441,hypothetical protein CCNA_03907,0.1006794199347496,36442,completed,,unknown,,[],,,0,2026-04-17T06:10:27.989Z,2026-04-17T06:10:27.989Z
36442,"non-heme ferritin, partial",0.10067911446094513,36443,completed,,non_amr_metal_resistance,,[],,,0,2026-04-17T06:10:28.392Z,2026-04-17T06:10:28.392Z
36443,MULTISPECIES: retron Ec48 family effector membrane protein,0.10067835450172424,36444,completed,,unknown,,[],,,0,2026-04-17T06:10:28.823Z,2026-04-17T06:10:28.823Z
36444,cobalt-precorrin-5B (C(1))-methyltransferase,0.1006738692522049,36445,completed,,non_amr_antibiotic_biosynthesis,,[],,,0,2026-04-17T06:10:32.333Z,2026-04-17T06:10:32.333Z
36445,allantoicase,0.10067341476678848,36446,completed,,unknown,,[],,,0,2026-04-17T06:10:32.716Z,2026-04-17T06:10:32.716Z
36446,MULTISPECIES: coiled coil domain-containing protein,0.10067145526409149,36447,completed,,unknown,,[],,,0,2026-04-17T06:10:33.110Z,2026-04-17T06:10:33.110Z
36447,MULTISPECIES: poly(ADP-ribose) glycohydrolase domain-containing protein,0.10067129135131836,36448,completed,,unknown,,[],,,0,2026-04-17T06:10:33.474Z,2026-04-17T06:10:33.474Z
36448,MULTISPECIES: urocanate reductase,0.10066960752010345,36449,completed,,unknown,,[],,,0,2026-04-17T06:10:33.878Z,2026-04-17T06:10:33.878Z
36449,oligopeptide transport protein,0.10066891461610794,36450,completed,,non_amr_transport,,[],,,0,2026-04-17T06:10:34.259Z,2026-04-17T06:10:34.259Z
36450,"metalloprotease PmbA, partial",0.10066351294517517,36451,completed,,unknown,,[],,,0,2026-04-17T06:10:34.636Z,2026-04-17T06:10:34.636Z
36451,putative SN-glycerol-3-phosphate transport system permease,0.10066306591033936,36452,completed,,non_amr_transport,,[],,,0,2026-04-17T06:10:35.034Z,2026-04-17T06:10:35.034Z
36452,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit domain protein,0.1006627082824707,36453,completed,,unknown,,[],,,0,2026-04-17T06:10:35.405Z,2026-04-17T06:10:35.405Z
36453,flagellar filament core protein flaB2 domain protein,0.10066216439008713,36454,completed,,unknown,,[],,,0,2026-04-17T06:10:35.812Z,2026-04-17T06:10:35.812Z
36454,MULTISPECIES: 4-dedimethylamino-4-oxo-anhydrotetracycline transaminase OxyQ,0.10066142678260803,36455,completed,,antibiotic_resistance,,[],,,0,2026-04-17T06:10:36.195Z,2026-04-17T06:10:36.195Z
36455,hypothetical protein CT_195,0.1006598174571991,36456,completed,,unknown,,[],,,0,2026-04-17T06:10:36.592Z,2026-04-17T06:10:36.592Z
36456,ATP synthase F0 subunit B',0.10065962374210358,36457,completed,,unknown,,[],,,0,2026-04-17T06:10:36.959Z,2026-04-17T06:10:36.959Z
36457,MULTISPECIES: ferredoxin FdxH,0.10065822303295135,36458,completed,,unknown,,[],,,0,2026-04-17T06:10:37.328Z,2026-04-17T06:10:37.328Z
36458,"zinc-dependent metalloprotease, MMP subfamily 2",0.1006561741232872,36459,completed,,non_amr_metal_resistance,,[],,,0,2026-04-17T06:10:37.722Z,2026-04-17T06:10:37.722Z
36459,positive regulator of the fuc operon,0.10065599530935287,36460,completed,,unknown,,[],,,0,2026-04-17T06:10:40.719Z,2026-04-17T06:10:40.719Z
36460,glutaredoxin 1,0.10065364837646484,36461,completed,,unknown,,[],,,0,2026-04-17T06:10:41.134Z,2026-04-17T06:10:41.134Z
36461,"fused DSP-PTPase phosphatase/NAD kinase-like protein, partial",0.10065343976020813,36462,completed,,unknown,,[],,,0,2026-04-17T06:10:41.489Z,2026-04-17T06:10:41.489Z
36462,hypothetical protein Rv0674,0.10065220296382904,36463,completed,,antibiotic_resistance,,[],,,0,2026-04-17T06:10:41.866Z,2026-04-17T06:10:41.866Z
36463,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase,0.10065139085054398,36464,completed,,unknown,,[],,,0,2026-04-17T06:10:42.245Z,2026-04-17T06:10:42.245Z
36464,hypothetical protein CBU_0665,0.10064804553985596,36465,completed,,unknown,,[],,,0,2026-04-17T06:10:42.597Z,2026-04-17T06:10:42.597Z
36465,hypothetical protein PA0634,0.10064760595560074,36466,completed,,unknown,,[],,,0,2026-04-17T06:10:42.986Z,2026-04-17T06:10:42.986Z
36466,cell wall-binding protein Cwp10,0.1006474569439888,36467,completed,,unknown,,[],,,0,2026-04-17T06:10:43.355Z,2026-04-17T06:10:43.355Z
36467,cell wall structural complex MreBCD transmembrane component MreD,0.10064567625522614,36468,completed,,unknown,,[],,,0,2026-04-17T06:10:43.775Z,2026-04-17T06:10:43.775Z
36468,MCP methylation inhibitor CheC,0.10064326226711273,36469,completed,,unknown,,[],,,0,2026-04-17T06:10:44.148Z,2026-04-17T06:10:44.148Z
36469,MULTISPECIES: capsule polysaccharide export protein CtrB,0.10063949227333069,36470,completed,,non_amr_transport,,[],,,0,2026-04-17T06:10:44.519Z,2026-04-17T06:10:44.520Z
36470,MULTISPECIES: conjugal transfer protein MobB,0.1006370559334755,36471,completed,,unknown,,[],,,0,2026-04-17T06:10:44.965Z,2026-04-17T06:10:44.965Z
36471,NifU protein,0.10063117742538452,36472,completed,,unknown,,[],,,0,2026-04-17T06:10:45.321Z,2026-04-17T06:10:45.321Z
36472,hypothetical protein KPHS_44760,0.10062894225120544,36473,completed,,unknown,,[],,,0,2026-04-17T06:10:45.686Z,2026-04-17T06:10:45.686Z
36473,"beta-ketoacyl-ACP reductase, partial",0.1006288006901741,36474,completed,,unknown,,[],,,0,2026-04-17T06:10:46.069Z,2026-04-17T06:10:46.069Z
36474,radical SAM-associated putative lipoprotein,0.10062592476606369,36475,completed,,unknown,,[],,,0,2026-04-17T06:10:49.345Z,2026-04-17T06:10:49.345Z
36475,putrescine ABC transporter ATPase,0.10062529891729355,36476,completed,,non_amr_transport,,[],,,0,2026-04-17T06:10:49.704Z,2026-04-17T06:10:49.704Z
36476,chromosomal replication initiator protein DnaA,0.10062457621097565,36477,completed,,unknown,,[],,,0,2026-04-17T06:10:50.084Z,2026-04-17T06:10:50.084Z
36477,urease subunit gamma,0.10062429308891296,36478,completed,,unknown,,[],,,0,2026-04-17T06:10:50.501Z,2026-04-17T06:10:50.501Z
36478,hypothetical protein PA3943,0.10062398761510849,36479,completed,,unknown,,[],,,0,2026-04-17T06:10:50.856Z,2026-04-17T06:10:50.856Z
36479,MULTISPECIES: K(+)/H(+) antiporter subunit KhtT,0.10061991959810257,36480,completed,,non_amr_transport,,[],,,0,2026-04-17T06:10:51.222Z,2026-04-17T06:10:51.222Z
36480,sigma-54 modulation protein,0.10061924159526825,36481,completed,,unknown,,[],,,0,2026-04-17T06:10:51.619Z,2026-04-17T06:10:51.619Z
36481,Imm41 family immunity protein,0.10061834752559662,36482,completed,,unknown,,[],,,0,2026-04-17T06:10:52.009Z,2026-04-17T06:10:52.009Z
36482,sequence specific deamidase required for methylation of methyl-accepting chemotaxis proteins (MCPs) by CheR,0.10061724483966827,36483,completed,,unknown,,[],,,0,2026-04-17T06:10:54.514Z,2026-04-17T06:10:54.514Z
36483,23S rRNA mG2251 2'-O-ribose methyltransferase,0.1006166934967041,36484,completed,,unknown,,[],,,0,2026-04-17T06:10:54.897Z,2026-04-17T06:10:54.897Z
36484,"leucine zipper domain-containing protein, partial",0.10061582177877426,36485,completed,,unknown,,[],,,0,2026-04-17T06:10:55.296Z,2026-04-17T06:10:55.296Z
36485,MULTISPECIES: glycine C-acetyltransferase,0.10061545670032501,36486,completed,,unknown,,[],,,0,2026-04-17T06:10:55.696Z,2026-04-17T06:10:55.696Z
36486,proline dehydrogenase PutB,0.10061506927013397,36487,completed,,unknown,,[],,,0,2026-04-17T06:10:56.117Z,2026-04-17T06:10:56.117Z
36487,N6-threonylcarbamoyl adenosine t(6)A37 modification in tRNA,0.10061387717723846,36488,completed,,unknown,,[],,,0,2026-04-17T06:10:56.501Z,2026-04-17T06:10:56.501Z
36488,"oxygen-dependent coproporphyrinogen oxidase, partial",0.10061351209878922,36489,completed,,unknown,,[],,,0,2026-04-17T06:10:56.899Z,2026-04-17T06:10:56.899Z
36489,tricarballylate utilization LysR family transcriptional regulator TcuR,0.10060809552669525,36490,completed,,unknown,,[],,,0,2026-04-17T06:11:01.325Z,2026-04-17T06:11:01.325Z
36490,glucose-1-phosphate thymidylyltransferase RfbA,0.10060739517211914,36491,completed,,unknown,,[],,,0,2026-04-17T06:11:01.756Z,2026-04-17T06:11:01.756Z
36491,putative stress-induced protein,0.10060572624206543,36492,completed,,unknown,,[],,,0,2026-04-17T06:11:02.136Z,2026-04-17T06:11:02.136Z
36492,hypothetical protein Rv1191,0.10060568153858185,36493,completed,,unknown,,[],,,0,2026-04-17T06:11:02.573Z,2026-04-17T06:11:02.573Z
36493,putative ABC transporter permease,0.1006043553352356,36494,completed,,non_amr_transport,,[],,,0,2026-04-17T06:11:03.015Z,2026-04-17T06:11:03.015Z
36494,MULTISPECIES: nitrate/nitrite transporter NrtS,0.10060359537601471,36495,completed,,non_amr_transport,,[],,,0,2026-04-17T06:11:03.426Z,2026-04-17T06:11:03.426Z
36495,SMF family protein,0.10060350596904755,36496,completed,,unknown,,[],,,0,2026-04-17T06:11:03.797Z,2026-04-17T06:11:03.797Z
36496,hypothetical protein CCNA_00867,0.10060267150402069,36497,completed,,unknown,,[],,,0,2026-04-17T06:11:04.172Z,2026-04-17T06:11:04.172Z
36497,hypothetical protein KPHS_40020,0.10060204565525055,36498,completed,,unknown,,[],,,0,2026-04-17T06:11:04.568Z,2026-04-17T06:11:04.568Z
36498,putative Fels-1 prophage transcriptional regulator,0.10060203075408936,36499,completed,,unknown,,[],,,0,2026-04-17T06:11:04.965Z,2026-04-17T06:11:04.965Z
36499,N-acetyl amino acid acetylase SndC,0.10060055553913116,36500,completed,,unknown,,[],,,0,2026-04-17T06:11:05.329Z,2026-04-17T06:11:05.329Z
36500,"thiosulfate sulfurtransferase GlpE, partial",0.10059992969036102,36501,completed,,unknown,,[],,,0,2026-04-17T06:11:05.734Z,2026-04-17T06:11:05.734Z
36501,peptide chain release factor domain protein,0.10059911012649536,36502,completed,,unknown,,[],,,0,2026-04-17T06:11:06.096Z,2026-04-17T06:11:06.096Z
36502,hypothetical protein lmo2673,0.10059808194637299,36503,completed,,unknown,,[],,,0,2026-04-17T06:11:06.480Z,2026-04-17T06:11:06.480Z
36503,MULTISPECIES: tRNA-(ms,0.10059744119644165,36504,completed,,unknown,,[],,,0,2026-04-17T06:11:06.884Z,2026-04-17T06:11:06.884Z
36504,hydrogen cyanide synthase subunit HcnB,0.10059463977813721,36505,completed,,non_amr_virulence,,[],,,0,2026-04-17T06:11:10.163Z,2026-04-17T06:11:10.163Z
36505,phage protein GemA/Gp16 family protein,0.10059092938899994,36506,completed,,unknown,,[],,,0,2026-04-17T06:11:10.571Z,2026-04-17T06:11:10.571Z
36506,hypothetical protein Rv3142c,0.10059048235416412,36507,completed,,unknown,,[],,,0,2026-04-17T06:11:10.935Z,2026-04-17T06:11:10.935Z
36507,phosphate transporter permease subunit,0.10058531165122986,36508,completed,,non_amr_transport,,[],,,0,2026-04-17T06:11:11.316Z,2026-04-17T06:11:11.316Z
36508,auracyanin family protein,0.10058528929948807,36509,completed,,unknown,,[],,,0,2026-04-17T06:11:11.701Z,2026-04-17T06:11:11.701Z
36509,"MULTISPECIES: ArsA family ATPase, partial",0.10058456659317017,36510,completed,,non_amr_metal_resistance,,[],,,0,2026-04-17T06:11:12.058Z,2026-04-17T06:11:12.058Z
36510,nitroreductase family protein,0.10058331489562988,36511,completed,,unknown,,[],,,0,2026-04-17T06:11:12.449Z,2026-04-17T06:11:12.449Z
36511,MULTISPECIES: 3-oxoacyl-ACP synthase III FabH,0.10057933628559113,36512,completed,,unknown,,[],,,0,2026-04-17T06:11:12.808Z,2026-04-17T06:11:12.808Z
36512,MxaK-like protein,0.10057876259088516,36513,completed,,unknown,,[],,,0,2026-04-17T06:11:13.245Z,2026-04-17T06:11:13.245Z
36513,Fe2+-enterobactin ABC transporter substrate-binding protein,0.10057691484689713,36514,completed,,non_amr_transport,,[],,,0,2026-04-17T06:11:13.605Z,2026-04-17T06:11:13.605Z
36514,type VII secretion protein EsaA,0.10057669878005981,36515,completed,,non_amr_virulence,,[],,,0,2026-04-17T06:11:13.980Z,2026-04-17T06:11:13.981Z
36515,MULTISPECIES: type I Wadjet antiplasmid transformation system protein JetB,0.10057636350393295,36516,completed,,unknown,,[],,,0,2026-04-17T06:11:14.382Z,2026-04-17T06:11:14.382Z
36516,MULTISPECIES: cysteate racemase,0.10057627409696579,36517,completed,,unknown,,[],,,0,2026-04-17T06:11:14.737Z,2026-04-17T06:11:14.737Z
36517,MULTISPECIES: MarR family EPS-associated transcriptional regulator,0.10057146102190018,36518,completed,,unknown,,[],,,0,2026-04-17T06:11:15.105Z,2026-04-17T06:11:15.105Z
36518,"helicase associated domain-containing protein, partial",0.10057058930397034,36519,completed,,unknown,,[],,,0,2026-04-17T06:11:15.503Z,2026-04-17T06:11:15.503Z
36519,selenate reductase membrane anchor subunit YnfH,0.10057012736797333,36520,completed,,non_amr_metal_resistance,,[],,,0,2026-04-17T06:11:18.566Z,2026-04-17T06:11:18.566Z
36520,hypothetical protein PA5201,0.1005653440952301,36521,completed,,unknown,,[],,,0,2026-04-17T06:11:18.993Z,2026-04-17T06:11:18.993Z
36521,hypothetical protein Cj1164c,0.10056355595588684,36522,completed,,unknown,,[],,,0,2026-04-17T06:11:19.375Z,2026-04-17T06:11:19.375Z
36522,MULTISPECIES: HTH-like domain-containing protein,0.10056326538324356,36523,completed,,unknown,,[],,,0,2026-04-17T06:11:19.766Z,2026-04-17T06:11:19.766Z
36523,MULTISPECIES: cinnamyl alcohol dehydrogenase,0.10056179761886597,36524,completed,,unknown,,[],,,0,2026-04-17T06:11:20.146Z,2026-04-17T06:11:20.146Z
36524,MULTISPECIES: HAMP domain-containing protein,0.10056122392416,36525,completed,,unknown,,[],,,0,2026-04-17T06:11:20.523Z,2026-04-17T06:11:20.523Z
36525,"putative oligopeptide transport protein (ABC superfamily, membrane)",0.10055868327617645,36526,completed,,non_amr_transport,,[],,,0,2026-04-17T06:11:20.929Z,2026-04-17T06:11:20.929Z
36526,hypothetical protein KPHS_00880,0.10055627673864365,36527,completed,,unknown,,[],,,0,2026-04-17T06:11:21.332Z,2026-04-17T06:11:21.332Z
36527,type III secretion system protein PrgE,0.10055514425039291,36528,completed,,non_amr_virulence,,[],,,0,2026-04-17T06:11:21.754Z,2026-04-17T06:11:21.754Z
36528,MULTISPECIES: autotransporter strand-loop-strand O-heptosyltransferase,0.10055170953273773,36529,completed,,non_amr_virulence,,[],,,0,2026-04-17T06:11:22.130Z,2026-04-17T06:11:22.130Z
36529,MULTISPECIES: short-chain dehydrogenase/reductase SDR,0.10054992139339447,36530,completed,,unknown,,[],,,0,2026-04-17T06:11:22.538Z,2026-04-17T06:11:22.538Z
36530,apolipoprotein N-acyltransferase,0.10054607689380646,36531,completed,,unknown,,[],,,0,2026-04-17T06:11:22.907Z,2026-04-17T06:11:22.907Z
36531,D-cysteine desulfhydrase,0.10054545104503632,36532,completed,,unknown,,[],,,0,2026-04-17T06:11:23.340Z,2026-04-17T06:11:23.340Z
36532,GTPase RsgA,0.10054349899291992,36533,completed,,unknown,,[],,,0,2026-04-17T06:11:23.704Z,2026-04-17T06:11:23.704Z
36533,wall teichoic acid glycosylation protein GtcA,0.10054280608892441,36534,completed,,unknown,,[],,,0,2026-04-17T06:11:24.094Z,2026-04-17T06:11:24.094Z
36534,hypothetical protein KPHS_17170,0.10054241120815277,36535,completed,,unknown,,[],,,0,2026-04-17T06:11:28.501Z,2026-04-17T06:11:28.501Z
36535,hypothetical protein ECs_2558,0.10054000467061996,36536,completed,,unknown,,[],,,0,2026-04-17T06:11:28.886Z,2026-04-17T06:11:28.886Z
36536,hypothetical protein lmo2327,0.10053939372301102,36537,completed,,unknown,,[],,,0,2026-04-17T06:11:29.289Z,2026-04-17T06:11:29.289Z
36537,hypothetical protein CBU_0946,0.10053896903991699,36538,completed,,unknown,,[],,,0,2026-04-17T06:11:29.656Z,2026-04-17T06:11:29.656Z
36538,molybdenum ABC transporter ATP-binding protein,0.10053888708353043,36539,completed,,non_amr_transport,,[],,,0,2026-04-17T06:11:30.071Z,2026-04-17T06:11:30.071Z
36539,hypothetical protein CT_845,0.10053855180740356,36540,completed,,unknown,,[],,,0,2026-04-17T06:11:30.454Z,2026-04-17T06:11:30.454Z
36540,hypothetical protein PA5475,0.10053853690624237,36541,completed,,unknown,,[],,,0,2026-04-17T06:11:30.828Z,2026-04-17T06:11:30.828Z
36541,MULTISPECIES: protein NinF,0.1005377322435379,36542,completed,,unknown,,[],,,0,2026-04-17T06:11:31.247Z,2026-04-17T06:11:31.247Z
36542,"sporulation protein YunB, partial",0.1005372554063797,36543,completed,,unknown,,[],,,0,2026-04-17T06:11:31.617Z,2026-04-17T06:11:31.617Z
36543,"retropepsin-like aspartic peptidase RloA2, partial",0.10053469985723495,36544,completed,,unknown,,[],,,0,2026-04-17T06:11:32.046Z,2026-04-17T06:11:32.046Z
36544,hypothetical protein PA5444,0.10053327679634094,36545,completed,,unknown,,[],,,0,2026-04-17T06:11:32.416Z,2026-04-17T06:11:32.416Z
36545,molybdopterin guanine dinucleotide biosynthesis protein MoaE,0.10053296387195587,36546,completed,,unknown,,[],,,0,2026-04-17T06:11:32.816Z,2026-04-17T06:11:32.816Z
36546,"flagellar motor protein, partial",0.10053099691867828,36547,completed,,non_amr_virulence,,[],,,0,2026-04-17T06:11:33.210Z,2026-04-17T06:11:33.210Z
36547,hypothetical protein SF3273,0.10052749514579773,36548,completed,,unknown,,[],,,0,2026-04-17T06:11:33.572Z,2026-04-17T06:11:33.572Z
36548,flagellin-like protein,0.10052661597728729,36549,completed,,non_amr_virulence,,[],,,0,2026-04-17T06:11:33.994Z,2026-04-17T06:11:33.994Z
36549,MULTISPECIES: anti-CBASS Acb1 family protein,0.10052303969860077,36550,completed,,unknown,,[],,,0,2026-04-17T06:11:36.962Z,2026-04-17T06:11:36.962Z
36550,MULTISPECIES: sensor histidine kinase,0.10051959753036499,36551,completed,,unknown,,[],,,0,2026-04-17T06:11:37.343Z,2026-04-17T06:11:37.343Z
36551,transcriptional regulatory Lge1 domain-containing protein,0.10051804780960083,36552,completed,,unknown,,[],,,0,2026-04-17T06:11:37.724Z,2026-04-17T06:11:37.724Z
36552,glycine cleavage T protein (Aminomethyl transferase),0.10051687061786652,36553,completed,,unknown,,[],,,0,2026-04-17T06:11:38.107Z,2026-04-17T06:11:38.107Z
36553,aspartate-semialdehyde dehydrogenase family protein,0.10051676630973816,36554,completed,,unknown,,[],,,0,2026-04-17T06:11:38.512Z,2026-04-17T06:11:38.512Z
36554,hypothetical protein lmo1118,0.10051465034484863,36555,completed,,unknown,,[],,,0,2026-04-17T06:11:38.860Z,2026-04-17T06:11:38.860Z
36555,MULTISPECIES: quinone-dependent L-lactate dehydrogenase,0.10051357001066208,36556,completed,,unknown,,[],,,0,2026-04-17T06:11:39.221Z,2026-04-17T06:11:39.221Z
36556,MULTISPECIES: peptidoglycan DD-metalloendopeptidase ShyA,0.10051355510950089,36557,completed,,unknown,,[],,,0,2026-04-17T06:11:39.609Z,2026-04-17T06:11:39.609Z
36557,phage gp6-like head-tail connector family protein,0.10051286220550537,36558,completed,,unknown,,[],,,0,2026-04-17T06:11:39.959Z,2026-04-17T06:11:39.960Z
36558,"stage III sporulation protein AA, partial",0.10051265358924866,36559,completed,,unknown,,[],,,0,2026-04-17T06:11:40.359Z,2026-04-17T06:11:40.359Z
36559,MULTISPECIES: PHA/PHB synthase family protein,0.10051162540912628,36560,completed,,unknown,,[],,,0,2026-04-17T06:11:40.712Z,2026-04-17T06:11:40.712Z
36560,"multicopper oxidase CueO, partial",0.10050616413354874,36561,completed,,unknown,,[],,,0,2026-04-17T06:11:41.089Z,2026-04-17T06:11:41.089Z
36561,hypothetical protein Rv2749,0.10050351172685623,36562,completed,,unknown,,[],,,0,2026-04-17T06:11:41.450Z,2026-04-17T06:11:41.450Z
36562,restriction endonuclease PLD domain-containing protein,0.10050301253795624,36563,completed,,unknown,,[],,,0,2026-04-17T06:11:41.803Z,2026-04-17T06:11:41.803Z
36563,"phage baseplate plug family protein, partial",0.10050266236066818,36564,completed,,unknown,,[],,,0,2026-04-17T06:11:42.189Z,2026-04-17T06:11:42.189Z
36564,polysaccharide deacetylase,0.10050154477357864,36565,completed,,unknown,,[],,,0,2026-04-17T06:11:45.225Z,2026-04-17T06:11:45.225Z
36565,ArpU family transcriptional regulator,0.10049861669540405,36566,completed,,unknown,,[],,,0,2026-04-17T06:11:45.632Z,2026-04-17T06:11:45.632Z
36566,"2C-methyl-d-erythritol-2,4-cyclodiphosphate synthase",0.10049395263195038,36567,completed,,unknown,,[],,,0,2026-04-17T06:11:45.988Z,2026-04-17T06:11:45.988Z
36567,"LPXTG-anchored beta-N-acetylhexosaminidase StrH, partial",0.10049359500408173,36568,completed,,unknown,,[],,,0,2026-04-17T06:11:46.371Z,2026-04-17T06:11:46.371Z
36568,MjaI family restriction endonuclease,0.10049167275428772,36569,completed,,unknown,,[],,,0,2026-04-17T06:11:46.727Z,2026-04-17T06:11:46.727Z
36569,BMC domain protein,0.10049060732126236,36570,completed,,unknown,,[],,,0,2026-04-17T06:11:47.114Z,2026-04-17T06:11:47.114Z
36570,"small ribosomal subunit protein uS7, partial",0.10048987716436386,36571,completed,,unknown,,[],,,0,2026-04-17T06:11:47.465Z,2026-04-17T06:11:47.465Z
36571,MULTISPECIES: two-component system sensor histidine kinase YesM,0.10048916190862656,36572,completed,,unknown,,[],,,0,2026-04-17T06:11:47.862Z,2026-04-17T06:11:47.862Z
36572,"MULTISPECIES: major capsid protein, partial",0.10048787295818329,36573,completed,,unknown,,[],,,0,2026-04-17T06:11:48.214Z,2026-04-17T06:11:48.214Z
36573,hypothetical protein KPHS_15170,0.10048723965883255,36574,completed,,unknown,,[],,,0,2026-04-17T06:11:48.608Z,2026-04-17T06:11:48.608Z
36574,"spore protease YyaC, partial",0.10048721730709076,36575,completed,,unknown,,[],,,0,2026-04-17T06:11:48.956Z,2026-04-17T06:11:48.956Z
36575,"alpha-glutamyl/putrescinyl thymine pyrophosphorylase clade 3 protein, partial",0.1004868596792221,36576,completed,,unknown,,[],,,0,2026-04-17T06:11:49.321Z,2026-04-17T06:11:49.321Z
36576,"MULTISPECIES: replication protein C, IncQ-type",0.10048237442970276,36577,completed,,unknown,,[],,,0,2026-04-17T06:11:49.720Z,2026-04-17T06:11:49.720Z
36577,hypothetical protein Rv3272,0.10048229992389679,36578,completed,,unknown,,[],,,0,2026-04-17T06:11:50.073Z,2026-04-17T06:11:50.073Z
36578,"reverse transcriptase/ribonuclease H family protein, partial",0.10048021376132965,36579,completed,,unknown,,[],,,0,2026-04-17T06:11:50.447Z,2026-04-17T06:11:50.447Z
36579,hypothetical protein PA0174,0.10047821700572968,36580,completed,,unknown,,[],,,0,2026-04-17T06:11:53.650Z,2026-04-17T06:11:53.650Z
36580,tRNA Cm32/Um32 methyltransferase,0.10047532618045807,36581,completed,,unknown,,[],,,0,2026-04-17T06:11:54.014Z,2026-04-17T06:11:54.014Z
36581,hypothetical protein PA5307,0.10047493875026703,36582,completed,,unknown,,[],,,0,2026-04-17T06:11:54.404Z,2026-04-17T06:11:54.404Z
36582,bis(5'-nucleosyl)-tetraphosphatase,0.10047462582588196,36583,completed,,unknown,,[],,,0,2026-04-17T06:11:54.757Z,2026-04-17T06:11:54.757Z
36583,type IX secretion system outer membrane channel protein PorV,0.1004738062620163,36584,completed,,non_amr_transport,,[],,,0,2026-04-17T06:11:55.150Z,2026-04-17T06:11:55.150Z
36584,MULTISPECIES: ethanolamine ammonia-lyase subunit alpha,0.10047314316034317,36585,completed,,unknown,,[],,,0,2026-04-17T06:11:55.505Z,2026-04-17T06:11:55.505Z
36585,filament structural protein,0.10047262907028198,36586,completed,,unknown,,[],,,0,2026-04-17T06:11:55.899Z,2026-04-17T06:11:55.899Z
36586,sulfurtransferase complex subunit TusD,0.1004696935415268,36587,completed,,unknown,,[],,,0,2026-04-17T06:11:56.268Z,2026-04-17T06:11:56.268Z
36587,hypothetical protein PA2769,0.10046955943107605,36588,completed,,unknown,,[],,,0,2026-04-17T06:11:56.625Z,2026-04-17T06:11:56.625Z
36588,hypothetical protein Rv1419,0.10046805441379547,36589,completed,,unknown,,[],,,0,2026-04-17T06:11:57.016Z,2026-04-17T06:11:57.016Z
36589,"phosphatase domain-containing putative toxin, partial",0.10046618431806564,36590,completed,,unknown,,[],,,0,2026-04-17T06:11:57.375Z,2026-04-17T06:11:57.375Z
36590,"monovalent cation/H+ antiporter subunit D, partial",0.10046607255935669,36591,completed,,non_amr_transport,,[],,,0,2026-04-17T06:11:57.786Z,2026-04-17T06:11:57.786Z
36591,leucine efflux protein,0.10046572983264923,36592,completed,,non_amr_transport,,[],,,0,2026-04-17T06:11:58.148Z,2026-04-17T06:11:58.148Z
36592,"putative ABC exporter domain-containing protein, partial",0.10046491771936417,36593,completed,,ambiguous,,[],,,0,2026-04-17T06:11:58.515Z,2026-04-17T06:11:58.515Z
36593,putative F420-0 ABC transporter ATP-binding protein,0.1004641056060791,36594,completed,,non_amr_transport,,[],,,0,2026-04-17T06:11:58.901Z,2026-04-17T06:11:58.901Z
