annotation,is_amr,category,confidence,evidence_terms,reason,row_idx
prefoldin subunit,,unknown,,,,39852
MULTISPECIES: type I-B CRISPR-associated protein Cas8b/Csh1,,unknown,,,,39853
hypothetical protein CCNA_03380,,unknown,,,,39854
MULTISPECIES: RCKP-type rubredoxin-like domain-containing protein,,unknown,,,,39855
hydrogenase expression/formation protein,,unknown,,,,39856
"S-(hydroxymethyl)glutathione synthase, partial",,unknown,,,,39857
nitrous oxide metabolic protein,,unknown,,,,39858
NADP-dependent violacein biosynthesis oxygenase VioC,,non_amr_antibiotic_biosynthesis,,,,39859
23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,,antibiotic_resistance,,,,39860
"zinc-finger domain-containing protein, partial",,unknown,,,,39861
MULTISPECIES: bifunctional protein-serine/threonine kinase/phosphatase,,unknown,,,,39862
ferric-siderophore reductase FhuF,,unknown,,,,39863
Domain protein of unknown function,,unknown,,,,39864
MULTISPECIES: GTP-sensing pleiotropic transcriptional regulator CodY,,unknown,,,,39865
"cardiolipin synthase, partial",,unknown,,,,39866
MULTISPECIES: DNA-directed RNA polymerase subunit alpha,,unknown,,,,39867
"MULTISPECIES: single-stranded DNA-binding protein, partial",,unknown,,,,39868
CysB family HTH-type transcriptional regulator,,unknown,,,,39869
MULTISPECIES: tRNA nucleotidyltransferase,,unknown,,,,39870
putative 50S ribosomal protein,,unknown,,,,39871
magnesium and cobalt transport transmembrane protein CorA,,non_amr_metal_resistance,,,,39872
serine peptidase,,unknown,,,,39873
putative two-component system connector protein YmgA,,unknown,,,,39874
putative rubber dioxygenase RoxC,,unknown,,,,39875
hypothetical protein KPHS_45120,,unknown,,,,39876
"F0F1 ATP synthase subunit B, partial",,unknown,,,,39877
type IV secretion system ATPase VirD4,,non_amr_virulence,,,,39878
MULTISPECIES: trimethylamine-N-oxide reductase TorA,,unknown,,,,39879
"zinc-dependent dehydrogenase, partial",,unknown,,,,39880
MULTISPECIES: NAD-dependent succinate-semialdehyde dehydrogenase,,unknown,,,,39881
MULTISPECIES: glycan biosynthesis hexose transferase WsfD,,unknown,,,,39882
bifunctional glycosyltransferase/CDP-glycerol:glycerophosphate glycerophosphotransferase,,unknown,,,,39883
protein-transmembrane prediction,,unknown,,,,39884
MULTISPECIES: phosphoenolpyruvate-utilizing N-terminal domain-containing protein,,unknown,,,,39885
aminotransferase class III-fold pyridoxal phosphate-dependent enzyme,,unknown,,,,39886
SNARE domain-containing protein,,unknown,,,,39887
MULTISPECIES: peptide-methionine (S)-S-oxide reductase,,unknown,,,,39888
"conjugal transfer protein TraQ, partial",,unknown,,,,39889
alkaline shock protein,,unknown,,,,39890
MULTISPECIES: protein-methionine-sulfoxide reductase heme-binding subunit MsrQ,,unknown,,,,39891
efflux RND transporter permease subunit,,non_amr_transport,,,,39892
putative NTP pyrophosphohydrolases including oxidative damage repair enzymes,,unknown,,,,39893
putative 50S ribosomal protein L36 (second copy),,unknown,,,,39894
hypothetical protein SF0230a,,unknown,,,,39895
"putative ABC-type sugar/spermidine/putrescine transport system, ATPase component",,non_amr_transport,,,,39896
MULTISPECIES: VirA protein,,non_amr_virulence,,,,39897
type III secretion system regulator LcrR,,non_amr_virulence,,,,39898
nitrate reductase cytochrome c-type subunit NapB,,unknown,,,,39899
excinuclease ATPase,,unknown,,,,39900
MULTISPECIES: fumarate reductase iron-sulfur subunit,,unknown,,,,39901
MULTISPECIES: HTH-type transcriptional regulator RutR,,unknown,,,,39902
FMN adenylyltransferase,,unknown,,,,39903
type III secretion system protein AscX,,non_amr_virulence,,,,39904
beta-ketoacyl-acyl carrier protein reductase,,unknown,,,,39905
hypothetical protein KPHS_35180,,unknown,,,,39906
acyl-carrier-protein S-malonyltransferase,,unknown,,,,39907
OmpA-like transmembrane domain protein,,unknown,,,,39908
sulfatase modifying factor 1 -like protein,,unknown,,,,39909
phi PVL orf 3-like protein,,non_amr_virulence,,,,39910
Fe-only nitrogenase subunit delta,,unknown,,,,39911
signaling pathway modulator ZraP,,non_amr_metal_resistance,,,,39912
phosphate ABC transporter permease subunit PstC,,non_amr_transport,,,,39913
MULTISPECIES: two-component system sensor histidine kinase PhoQ,,non_amr_metal_resistance,,,,39914
protein SypD,,unknown,,,,39915
geranylgeranyl reductase,,unknown,,,,39916
MULTISPECIES: putative rhamnosyl transferase,,unknown,,,,39917
type VII secretion system protein EsxS,,non_amr_virulence,,,,39918
LPXTG cell wall anchor domain-containing protein,,non_amr_virulence,,,,39919
hypothetical protein CCNA_02804,,unknown,,,,39920
MULTISPECIES: type VII secretion system effector EsxH,,non_amr_virulence,,,,39921
hypothetical protein PA1860,,unknown,,,,39922
"MULTISPECIES: pyruvate, phosphate dikinase/phosphoenolpyruvate synthase regulator",,unknown,,,,39923
"mercury(II) reductase, partial",,non_amr_metal_resistance,,,,39924
MULTISPECIES: bifunctional GrpB family protein/GNAT family N-acetyltransferase,,unknown,,,,39925
isoleucine-valine aminotransferase / aromatic amino acid aminotransferase,,unknown,,,,39926
twin-arginine translocase TatAC,,non_amr_transport,,,,39927
MULTISPECIES: carbohydrate-binding protein,,unknown,,,,39928
hypothetical protein Rv0027,,unknown,,,,39929
alpha-hydroxy acid oxidase,,unknown,,,,39930
MULTISPECIES: carbamoyl-phosphate synthase subunit L,,unknown,,,,39931
"sunset domain-containing protein, partial",,unknown,,,,39932
spermidine N1-acetyltransferase,,unknown,,,,39933
manganese catalase family protein,,non_amr_metal_resistance,,,,39934
outer membrane protein YaiO,,unknown,,,,39935
putative glutathione S-transferase,,unknown,,,,39936
fused FliR family export protein/FlhB family type III secretion system protein,,non_amr_virulence,,,,39937
MULTISPECIES: DofA protein,,unknown,,,,39938
MULTISPECIES: regulatory phosphoprotein IreB,,unknown,,,,39939
carboxysome structural protein EutS,,unknown,,,,39940
MULTISPECIES: lantibiotic ABC transporter permease PsdB,,antibiotic_resistance,,,,39941
"universal stress protein UspE, partial",,unknown,,,,39942
MULTISPECIES: arginine deiminase-related protein,,unknown,,,,39943
hypothetical protein CCNA_03938,,unknown,,,,39944
evolved beta-D-galactosidase beta subunit,,unknown,,,,39945
RflB protein,,unknown,,,,39946
MULTISPECIES: globin,,unknown,,,,39947
hypothetical protein CCNA_02009,,unknown,,,,39948
photosystem II reaction center protein T,,unknown,,,,39949
propanediol utilization microcompartment protein PduA,,unknown,,,,39950
hypothetical protein PA0661,,unknown,,,,39951
mechanosensitive ion channel protein MscS,,unknown,,,,39952
MULTISPECIES: reductive dehalogenase domain-containing protein,,unknown,,,,39953
glycosyltransferase family A protein,,unknown,,,,39954
"N(6)-L-threonylcarbamoyladenine synthase, TsaB subunit",,unknown,,,,39955
"glutamate synthase-related protein, partial",,unknown,,,,39956
efflux RND transporter outer membrane subunit OprB,,non_amr_transport,,,,39957
"nitrogenase component 1, partial",,unknown,,,,39958
LytTR family response regulator CdtR,,non_amr_virulence,,,,39959
colanic acid biosynthesis glycosyltransferase WcaE,,non_amr_antibiotic_biosynthesis,,,,39960
hypothetical protein CBU_1820,,unknown,,,,39961
hypothetical protein BDGL_003526,,unknown,,,,39962
carbohydrate transport protein (plasmid),,non_amr_transport,,,,39963
MULTISPECIES: group II intron reverse transcriptase,,unknown,,,,39964
variant SH3 domain-containing protein,,unknown,,,,39965
phospholipid ABC transporter ATP-binding protein MlaF,,non_amr_transport,,,,39966
hypothetical protein PA1428,,unknown,,,,39967
ribonuclease VapC3,,unknown,,,,39968
DNA gyrase subunit A,,antibiotic_resistance,,,,39969
type III secretion system export apparatus protein InvA,,non_amr_virulence,,,,39970
hypothetical protein CCNA_01510,,unknown,,,,39971
Wzy-type polysaccharide biosynthesis protein UppW,,non_amr_virulence,,,,39972
"lysine decarboxylase DesA, partial",,unknown,,,,39973
cold shock protein E,,unknown,,,,39974
dipeptide/oligopeptide/nickel ABC transporter ATP-binding protein,,non_amr_transport,,,,39975
RocB protein,,unknown,,,,39976
"photosystem I reaction center subunit IV, partial",,unknown,,,,39977
dehydrogenase,,unknown,,,,39978
MULTISPECIES: RedY protein,,unknown,,,,39979
dual specificity protein phosphatase family protein,,unknown,,,,39980
pilin major subunit VirB2,,non_amr_virulence,,,,39981
hypothetical protein CCNA_03102,,unknown,,,,39982
MULTISPECIES: staygreen family protein,,unknown,,,,39983
MarR-family transcriptional regulator,,unknown,,,,39984
MULTISPECIES: ABC-F type ribosomal protection protein Vga(F),,antibiotic_resistance,,,,39985
MULTISPECIES: flagellar type III secretion system protein FlhB,,non_amr_virulence,,,,39986
oxygen-sensing regulator PpaA,,unknown,,,,39987
protein GbcA,,unknown,,,,39988
putative MarC family integral membrane protein,,ambiguous,,,,39989
glycine betaine/L-proline ABC transporter substrate-binding protein ProX,,non_amr_transport,,,,39990
"aminopeptidase, partial",,unknown,,,,39991
protein-arginine deiminase family,,unknown,,,,39992
adaptor complexes medium subunit family protein,,unknown,,,,39993
"alkyl sulfatase dimerization domain-containing protein, partial",,unknown,,,,39994
hypothetical protein CT_135,,unknown,,,,39995
putative sugar nucleotide epimerase,,unknown,,,,39996
MULTISPECIES: MDR/zinc-dependent alcohol dehydrogenase-like family protein,,unknown,,,,39997
uS17 family ribosomal protein,,unknown,,,,39998
hypothetical protein PA4182,,unknown,,,,39999
DsbA family protein,,unknown,,,,40000
"DNA repair ATPase, partial",,unknown,,,,40001
steroid 5-alpha reductase family enzyme,,unknown,,,,40002
glycogen accumulation regulator GarA,,unknown,,,,40003
putative Fels-1 prophage chitinase,,unknown,,,,40004
MULTISPECIES: TetR/AcrR family transcriptional regulator SbtR,,unknown,,,,40005
NADH oxidoreductase,,unknown,,,,40006
hypothetical protein Rv1673c,,unknown,,,,40007
putative shikimate 5-dehydrogenase,,unknown,,,,40008
putative polysaccharide deacetylase,,unknown,,,,40009
"choice-of-anchor A family protein, partial",,unknown,,,,40010
hypothetical protein PA2762,,unknown,,,,40011
hypothetical protein Rv3672c,,unknown,,,,40012
menaquinol-cytochrome C reductase,,unknown,,,,40013
Au(I) sensor transcriptional regulator GolS,,unknown,,,,40014
"small ubiquitin-related modifier, partial",,unknown,,,,40015
"putative cation transport regulator ChaB, partial",,non_amr_transport,,,,40016
IS630 orf (plasmid),,unknown,,,,40017
holdfast attachment protein HfaE,,non_amr_virulence,,,,40018
spermidine preferential ABC transporter periplasmic binding protein,,non_amr_transport,,,,40019
"tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB, partial",,unknown,,,,40020
MULTISPECIES: ligase-associated DNA damage response exonuclease,,unknown,,,,40021
glutamate-ammonia-ligase adenylyltransferase,,unknown,,,,40022
hypothetical protein CCNA_03990,,unknown,,,,40023
hypothetical protein CCNA_00038,,unknown,,,,40024
coiled-coil domain-containing 149 family protein,,unknown,,,,40025
"CS1-pili formation C-terminal domain-containing protein, partial",,non_amr_virulence,,,,40026
OmpA family outer membrane protein,,unknown,,,,40027
hypothetical protein CCNA_02819,,unknown,,,,40028
L17 family ribosomal protein,,unknown,,,,40029
MULTISPECIES: phage tail tip lysozyme,,unknown,,,,40030
hypothetical protein Cj1145c,,unknown,,,,40031
"DNA-binding transcriptional repressor PuuR, partial",,unknown,,,,40032
MULTISPECIES: AbiJ-related protein,,unknown,,,,40033
paral putative membrane component of transport system,,non_amr_transport,,,,40034
MULTISPECIES: flagellar type III secretion system pore protein FliP,,non_amr_transport,,,,40035
"type VII toxin-antitoxin system HepT family RNase toxin, partial",,unknown,,,,40036
hypothetical protein PA5401,,unknown,,,,40037
bifunctional 4-hydroxy-3-methylbut-2-enyl diphosphate reductase/30S ribosomal protein S1,,unknown,,,,40038
LRP-like transcriptional regulator,,unknown,,,,40039
LysR-family transcriptional regulator OxyR,,unknown,,,,40040
dehydrogenase/reductase,,unknown,,,,40041
"ribosomal protein S5, partial",,unknown,,,,40042
MULTISPECIES: T6SS amidase immunity protein Tai4 family protein,,non_amr_virulence,,,,40043
Ref family protein,,unknown,,,,40044
MvdC/MvdD family ATP grasp protein,,unknown,,,,40045
"primase-like DNA-binding domain-containing protein, partial",,unknown,,,,40046
peptide ABC transporter substrate-binding protein SapA,,antibiotic_resistance,,,,40047
primase-helicase family protein,,unknown,,,,40048
(2Fe-2S) ferredoxin,,unknown,,,,40049
permease prefix domain 1-containing protein,,non_amr_transport,,,,40050
thiazole tautomerase,,unknown,,,,40051
MULTISPECIES: ABC-F family ATP-binding cassette domain-containing protein,,antibiotic_resistance,,,,40052
insulin-cleaving metalloproteinase outer membrane protein,,non_amr_virulence,,,,40053
metallothionein MymT,,non_amr_metal_resistance,,,,40054
fimbrial protein SthA,,non_amr_virulence,,,,40055
"zinc-binding metallopeptidase, partial",,non_amr_metal_resistance,,,,40056
MULTISPECIES: AvrPphF family type III effector,,non_amr_virulence,,,,40057
chemotaxis protein methyltransferase CheRI,,unknown,,,,40058
MULTISPECIES: salmochelin biosynthesis C-glycosyltransferase IroB,,non_amr_antibiotic_biosynthesis,,,,40059
type 1 glycerol-3-phosphate oxidase,,unknown,,,,40060
sulfopropanediol 3-dehydrogenase,,unknown,,,,40061
MULTISPECIES: phosphate ABC transporter substrate-binding protein,,non_amr_transport,,,,40062
receptor protein-tyrosine kinase,,unknown,,,,40063
"MULTISPECIES: phosphoribosylformylglycinamidine synthase subunit PurQ, partial",,unknown,,,,40064
protein LvrA,,unknown,,,,40065
dimethylamine monooxygenase subunit DmmC,,unknown,,,,40066
acylamide amidohydrolase,,unknown,,,,40067
MULTISPECIES: NINE protein,,unknown,,,,40068
N-acylhomoserine lactone synthase BspI1,,non_amr_virulence,,,,40069
MULTISPECIES: ATP-dependent helicase HrpA,,unknown,,,,40070
MULTISPECIES: toxin SDP protection protein YknW,,antibiotic_resistance,,,,40071
MULTISPECIES: RedB protein,,unknown,,,,40072
methionine aminopeptidase,,unknown,,,,40073
type VII secretion system protein EsxG,,non_amr_virulence,,,,40074
phosphotransbutyrylase,,unknown,,,,40075
"ring-opening amidohydrolase, partial",,unknown,,,,40076
histidine and lysine/arginine/ornithine transport system,,non_amr_transport,,,,40077
MULTISPECIES: radical SAM family protein,,unknown,,,,40078
"queuosine precursor transporter, partial",,non_amr_transport,,,,40079
ribonuclease VapC38,,unknown,,,,40080
MULTISPECIES: putative radical SAM family protein,,unknown,,,,40081
glutaryl-CoA dehydrogenase,,unknown,,,,40082
carbohydrate binding domain-containing protein,,unknown,,,,40083
sensory transduction protein kinase,,unknown,,,,40084
MULTISPECIES: radical SAM/SPASM domain-containing protein,,unknown,,,,40085
hypothetical protein Rv1693,,unknown,,,,40086
"cytochrome P450, cyclodipeptide synthase-associated",,unknown,,,,40087
Gfa-like protein,,unknown,,,,40088
D-arabinose 5-phosphate isomerase,,unknown,,,,40089
flavodoxin/ferredoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,,unknown,,,,40090
hypothetical protein PA2167,,unknown,,,,40091
MULTISPECIES: RedV protein,,unknown,,,,40092
ATP:cob(I)alamin adenosyltransferase,,unknown,,,,40093
MULTISPECIES: cobalamin-independent methionine synthase II family protein,,unknown,,,,40094
hypothetical protein Rv2423,,unknown,,,,40095
hypothetical protein CT_360,,unknown,,,,40096
proline dehydrogenase subunit alpha,,unknown,,,,40097
hypothetical protein CCNA_03910,,unknown,,,,40098
AvrD family protein,,non_amr_virulence,,,,40099
MULTISPECIES: high-affinity branched-chain amino acid ABC transporter permease LivM,,non_amr_transport,,,,40100
Abi family protein,,unknown,,,,40101
Mrr N-terminal domain containing protein,,unknown,,,,40102
protein TfaX,,unknown,,,,40103
"ribonuclease R family protein, partial",,unknown,,,,40104
"molybdopterin-dependent oxidoreductase Mo/Fe-S-binding subunit, partial",,unknown,,,,40105
carbon monoxyde dehydrogenase medium subunit,,unknown,,,,40106
hypoxia response regulator transcription factor DosR/DevR,,unknown,,,,40107
methylglyoxalase; lactoylbacillithiol lyase,,unknown,,,,40108
hypothetical protein BDGL_001056,,unknown,,,,40109
hypothetical protein SF0243,,unknown,,,,40110
MULTISPECIES: flavin reductase CtcQ,,unknown,,,,40111
menaquinol-cytochrome c reductase,,unknown,,,,40112
ribonucleoside hydrolase 2,,unknown,,,,40113
MULTISPECIES: 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(A),,antibiotic_resistance,,,,40114
polysulfide reductase NrfD family protein,,unknown,,,,40115
nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase family protein,,unknown,,,,40116
"Ada metal-binding domain-containing protein, partial",,non_amr_metal_resistance,,,,40117
folylpolyglutamate synthetase,,unknown,,,,40118
multicopper polyphenol oxidase,,unknown,,,,40119
permease (plasmid),,non_amr_transport,,,,40120
"MucB/RseB C-terminal domain-containing protein, partial",,unknown,,,,40121
Tic20-like protein,,non_amr_transport,,,,40122
MULTISPECIES: chemotaxis protein CheB,,non_amr_virulence,,,,40123
MULTISPECIES: bifunctional glutamate N-acetyltransferase/amino-acid N-acetyltransferase,,unknown,,,,40124
transposase/integrase-related peptide,,unknown,,,,40125
hypothetical protein PA5232,,unknown,,,,40126
copper-translocating P-type ATPase TcrB,,non_amr_metal_resistance,,,,40127
3-Oxoacyl-(acyl-carrier-protein (ACP)) synthase III domain-containing protein,,unknown,,,,40128
guanidinopropionase,,unknown,,,,40129
bifunctional NUDIX hydrolase family protein/GNAT family N-acetyltransferase,,unknown,,,,40130
immunoglobulin-like domain-containing protein,,unknown,,,,40131
"23S rRNA (uracil(747)-C(5))-methyltransferase, partial",,antibiotic_resistance,,,,40132
glutamate synthase subunit alpha,,unknown,,,,40133
peroxiredoxin reductase (NAD(P)H),,unknown,,,,40134
polysaccharide transporter,,non_amr_transport,,,,40135
putative pilus system protein FilC,,non_amr_virulence,,,,40136
hypothetical protein CBU_1279a,,unknown,,,,40137
MULTISPECIES: nickel-responsive transcriptional regulator NikR,,non_amr_metal_resistance,,,,40138
"ogr/Delta-like zinc finger family protein, partial",,unknown,,,,40139
putative spore germination integral inner membrane transporter,,non_amr_transport,,,,40140
"nitrate reductase catalytic subunit NapA, partial",,unknown,,,,40141
MULTISPECIES: extracellular substrate binding-like orphan protein GrrP,,unknown,,,,40142
uracil/xanthine transporter,,non_amr_transport,,,,40143
MULTISPECIES: damage-inducible protein D,,unknown,,,,40144
MULTISPECIES: molybdenum cofactor biosynthesis protein B,,unknown,,,,40145
reprolysin family propeptide-containing metallopeptidase,,unknown,,,,40146
thiamine ABC transporter ATP binding subunit,,non_amr_transport,,,,40147
hypothetical protein PA3674,,unknown,,,,40148
MULTISPECIES: aspartate kinase,,unknown,,,,40149
TonB-dependent siderophore receptor protein,,non_amr_transport,,,,40150
"MULTISPECIES: TonB-dependent siderophore receptor, partial",,non_amr_transport,,,,40151
MULTISPECIES: LytTR family transcriptional regulator,,unknown,,,,40152
MULTISPECIES: MW1434 family type I TA system toxin,,unknown,,,,40153
flagella assembly protein FlgT middle domain-containing protein,,unknown,,,,40154
ferric reductase like transmembrane component,,non_amr_metal_resistance,,,,40155
"MULTISPECIES: 4,4'-dithiodibutanoate disulfide reductase",,unknown,,,,40156
"glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit, partial",,unknown,,,,40157
"MULTISPECIES: fused tRNA nucleotidyltransferase/2',3'-cyclic phosphodiesterase/2' nucleotidase/phosphatase Cca",,unknown,,,,40158
hypothetical protein CCNA_02816,,unknown,,,,40159
Rha family transcriptional regulator,,unknown,,,,40160
MULTISPECIES: bifunctional riboflavin kinase/FMN adenylyltransferase,,unknown,,,,40161
LPS ABC transporter substrate-binding protein,,non_amr_transport,,,,40162
thiamine ABC transporter ATP-binding protein,,non_amr_transport,,,,40163
MULTISPECIES: F0F1-type ATP synthase subunit b,,unknown,,,,40164
putative murein hydrolase; phage SPbeta,,non_amr_virulence,,,,40165
morphogenic membrane protein MmpB,,non_amr_virulence,,,,40166
MULTISPECIES: rhizopine catabolism ABC transporter substrate-binding protein,,non_amr_transport,,,,40167
putative prepilin peptidase dependent protein,,non_amr_virulence,,,,40168
MULTISPECIES: chitin disaccharide deacetylase,,unknown,,,,40169
enoyl-ACP reductase FabV,,unknown,,,,40170
(R)-mandelonitrile lyase,,unknown,,,,40171
A/G-specific adenine glycosylase,,unknown,,,,40172
SPbeta phage ribonucleoside reductase alpha (large) subunit,,non_amr_virulence,,,,40173
putative DNA polymerase III epsilon subunit (3'-5' exonuclease) (plasmid),,unknown,,,,40174
MULTISPECIES: transcriptional regulator LrhA,,unknown,,,,40175
polysaccharide lyase,,unknown,,,,40176
"zinc-binding protein, partial",,non_amr_metal_resistance,,,,40177
hypothetical protein KPHS_07770,,unknown,,,,40178
hypothetical protein SAOUHSC_01568,,unknown,,,,40179
MULTISPECIES: exosortase K,,unknown,,,,40180
maltotransferase domain-containing protein,,unknown,,,,40181
"leucine efflux protein LeuE, partial",,non_amr_transport,,,,40182
kappa-carrageenase,,unknown,,,,40183
MULTISPECIES: hormogonium polysaccharide biosynthesis glycosyltransferase HpsE,,unknown,,,,40184
frataxin family protein,,unknown,,,,40185
immunoglobulin domain-containing protein,,unknown,,,,40186
"exodeoxyribonuclease V subunit alpha, partial",,unknown,,,,40187
"bifunctional GNAT family N-acetyltransferase/hotdog fold thioesterase, partial",,unknown,,,,40188
methylmalonyl-CoA carboxytransferase subunit 5S,,unknown,,,,40189
MULTISPECIES: ApaG domain,,unknown,,,,40190
hypothetical protein CCNA_03978,,unknown,,,,40191
baeRF8 domain-containing protein,,unknown,,,,40192
two-component sensor PilS,,unknown,,,,40193
IDEAL domain-containing protein,,unknown,,,,40194
nicotinate-nucleotide pyrophosphorylase,,unknown,,,,40195
MULTISPECIES: lateral flagellar basal-body rod protein LfgF,,non_amr_virulence,,,,40196
hypothetical protein; prophage region 3,,unknown,,,,40197
"putative bifunctional diguanylate cyclase/phosphodiesterase, partial",,unknown,,,,40198
"major cold-shock protein, RNA helicase co-factor, RNA co-chaperone",,unknown,,,,40199
MULTISPECIES: L-lysine 4-chlorinase BesD,,unknown,,,,40200
HTH-type transcriptional regulator AdmX,,unknown,,,,40201
MULTISPECIES: small acid-soluble spore protein K,,unknown,,,,40202
hypothetical protein PA2720,,unknown,,,,40203
type VII secretion protein EsxN,,non_amr_virulence,,,,40204
"malectin domain-containing carbohydrate-binding protein, partial",,unknown,,,,40205
NDMA-dependent methanol dehydrogenase,,unknown,,,,40206
MULTISPECIES: DNA sulfur modification protein DndE,,unknown,,,,40207
type VI secretion system effector VgrG,,non_amr_virulence,,,,40208
Ig-like domain-containing domain,,unknown,,,,40209
integral inner membrane protein involved in response to flavonoids,,ambiguous,,,,40210
Protein-disulfide isomerase (plasmid),,unknown,,,,40211
MULTISPECIES: IS3-like element ISMch3 family transposase,,unknown,,,,40212
putative ABC transport protein,,non_amr_transport,,,,40213
hypothetical protein KPHS_48140,,unknown,,,,40214
substrate-binding domain-containing protein kinase family protein,,unknown,,,,40215
electron transport inner membrane NADH-quinone reductase,,unknown,,,,40216
MULTISPECIES: CoA ester lyase,,unknown,,,,40217
dehydroshikimate reductase,,unknown,,,,40218
MULTISPECIES: peptide symporter family protein,,non_amr_transport,,,,40219
acyl esterase protein,,unknown,,,,40220
MULTISPECIES: 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(37),,antibiotic_resistance,,,,40221
MULTISPECIES: BrxR family helix-turn-helix transcriptional regulator,,unknown,,,,40222
hypothetical protein PA1640,,unknown,,,,40223
"endonuclease III, partial",,unknown,,,,40224
circadian clock protein KaiA,,unknown,,,,40225
type VII secretion system protein EsxW,,non_amr_virulence,,,,40226
hypothetical protein CP0186 (plasmid),,unknown,,,,40227
MULTISPECIES: Small acid-soluble spore protein,,unknown,,,,40228
MULTISPECIES: acetyl esterase,,unknown,,,,40229
MULTISPECIES: phosphodiesterase,,unknown,,,,40230
3-oxoacyl-(acyl carrier protein) synthase II,,unknown,,,,40231
"phosphate regulon transcriptional regulator PhoB, partial",,unknown,,,,40232
"exo-beta-N-acetylmuramidase NamZ family protein, partial",,unknown,,,,40233
Rpn family recombination-promoting nuclease/putative transposase,,unknown,,,,40234
MULTISPECIES: Rho termination factor,,unknown,,,,40235
MULTISPECIES: recombinase zinc beta ribbon domain-containing protein,,unknown,,,,40236
Imm10 family immunity protein,,unknown,,,,40237
"cytochrome c-type biogenesis protein, partial",,unknown,,,,40238
"small subunit of N,N-dimethylformamidase",,unknown,,,,40239
tRNA 3-amino-3-carboxypropyltransferase,,unknown,,,,40240
hypothetical protein CCNA_03967,,unknown,,,,40241
L-lactate oxidase,,unknown,,,,40242
"1-aminocyclopropane-1-carboxylate deaminase, partial",,unknown,,,,40243
"type IV fimbrial assembly, ATPase PilB",,non_amr_virulence,,,,40244
LPXTG-anchored zinc carboxypeptidase,,unknown,,,,40245
"acyl-CoA thioesterase domain-containing protein, partial",,unknown,,,,40246
hypothetical protein CCNA_03911,,unknown,,,,40247
"aldo/keto reductase family oxidoreductase, partial",,unknown,,,,40248
peptidylprolyl isomerase PrsA family protein,,unknown,,,,40249
helicase UvrD,,unknown,,,,40250
seawater-induced protein 61-2,,unknown,,,,40251
ketoacyl reductase hetN,,unknown,,,,40252
hydroxychlorobactene glucosyltransferase CruC,,unknown,,,,40253
"MULTISPECIES: MarR family transcriptional regulator, partial",,unknown,,,,40254
MULTISPECIES: transcciptional activator PmfR,,unknown,,,,40255
ketoglutaramate omega-amidase,,unknown,,,,40256
"clostripain-related cysteine peptidase, partial",,unknown,,,,40257
MULTISPECIES: Qac family quaternary ammonium compound efflux SMR transporter,,antibiotic_resistance,,,,40258
putative sugar phosphate aminotransferase,,unknown,,,,40259
MULTISPECIES: GntR family transcriptional regulator,,unknown,,,,40260
"TlrC/CarA/OleB/SrmB family ABC-F type ribosomal protection protein, partial",,antibiotic_resistance,,,,40261
adenylate cyclase Cya2,,unknown,,,,40262
chlorosome envelope protein F,,unknown,,,,40263
hypothetical protein CCNA_00322,,unknown,,,,40264
MULTISPECIES: 23S rRNA (adenine(2058)-N(6))-methyltransferase Erm(T),,antibiotic_resistance,,,,40265
MULTISPECIES: type VII secretion system ESX-1 transcriptional regulator EspR,,non_amr_virulence,,,,40266
MULTISPECIES: general stress protein B,,unknown,,,,40267
hypothetical protein PA1061,,unknown,,,,40268
"MULTISPECIES: zinc finger domain, LSD1 subclass subfamily",,unknown,,,,40269
cell shape determining protein MreC,,unknown,,,,40270
MULTISPECIES: BREX system P-loop protein BrxC,,unknown,,,,40271
putative aromatic hydrocarbon hydrolase,,unknown,,,,40272
MULTISPECIES: bifunctional oxidative decarboxylase NovR,,unknown,,,,40273
"bifunctional cobalt-precorrin-7 (C(5))-methyltransferase CbiE/decarboxylating cobalt-precorrin-6B (C(15))-methyltransferase CbiT, partial",,unknown,,,,40274
carbohydrate binding protein,,unknown,,,,40275
MULTISPECIES: spore germination protein GerKB,,unknown,,,,40276
glycoprotein 3,,unknown,,,,40277
propionate catabolism protein,,unknown,,,,40278
phosphofurin acidic cluster sorting protein,,unknown,,,,40279
LysR family transcriptional activator,,unknown,,,,40280
"succinate dehydrogenase/fumarate reductase iron-sulfur subunit, partial",,unknown,,,,40281
MULTISPECIES: phasin,,unknown,,,,40282
hypothetical protein PA4318,,unknown,,,,40283
acetyl-CoA carboxyltransferase subunit alpha,,unknown,,,,40284
MULTISPECIES: RhsIA family immunity protein,,non_amr_virulence,,,,40285
chemotaxis histidine kinase protein cheAI,,unknown,,,,40286
MULTISPECIES: exotoxin A binding domain-containing protein,,non_amr_virulence,,,,40287
"3-deoxy-7-phosphoheptulonate synthase, partial",,unknown,,,,40288
sensor histidine kinase VxrA,,unknown,,,,40289
minor tail fiber protein M (plasmid),,non_amr_virulence,,,,40290
AidB family quorum-quenching N-acyl homoserine lactonase,,non_amr_virulence,,,,40291
prenyltransferase,,unknown,,,,40292
